capacity,capacity_value,seed,epoch,return,run_id,run_name
50k,50000,3,4,0,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,5,0,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,6,53.20000076293945,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,7,2.9000000953674316,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,8,2.5999999046325684,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,9,90.5999984741211,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,10,4.400000095367432,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,11,0,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,12,95.5,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,13,97.69999694824219,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,14,190.39999389648438,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,15,97.5999984741211,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,16,99.0999984741211,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,17,289.79998779296875,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,18,187.6999969482422,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,19,191.8000030517578,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,20,178.8000030517578,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,21,157.60000610351562,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,22,194.3000030517578,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,23,476.8999938964844,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,24,196.60000610351562,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,25,94.9000015258789,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,26,285.8999938964844,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,27,290.5,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,28,277.79998779296875,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,29,391.1000061035156,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,30,255.6999969482422,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,31,191.5,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,32,1.100000023841858,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,33,287.29998779296875,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,34,193.6999969482422,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,35,94.4000015258789,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,36,204.39999389648438,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,37,511.79998779296875,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,38,551.0999755859375,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,39,471,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,40,187.10000610351562,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,41,271.20001220703125,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,42,96,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,43,206.5,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,44,193.5,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,45,217.1999969482422,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,46,481,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,47,239.39999389648438,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,48,100.19999694824219,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,49,313.1000061035156,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,50,0,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,51,87.5999984741211,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,52,179.60000610351562,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
50k,50000,3,53,597.7000122070312,qaulowe0,reacher-hard-v0_3_20260728-165747_Ours+curiosity_res_buf50k_ftlr0.0001_clip1.0_A10.0_On0.0_anlFalse
